OrderID,CustomerID,ProductName,Quantity,InvoiceDate, UnitPrice ,TotalCost ,Country,Discount_Applied,Order Priority,Region,Segment,ExpeditedShipping,PaymentMethod,CustomerRewardsMember
536370,12583,CIRCUS PARADE LUNCH BOX ,24,12/1/2010 8:45,$1.95 ,$46.80 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,LUNCH BOX I LOVE LONDON,24,12/1/2010 8:45,$1.95 ,$46.80 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,CHARLOTTE BAG DOLLY GIRL DESIGN,20,12/1/2010 8:45,$0.85 ,$17.00 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,ALARM CLOCK BAKELIKE GREEN,12,12/1/2010 8:45,$3.75 ,$45.00 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,ALARM CLOCK BAKELIKE RED ,24,12/1/2010 8:45,$3.75 ,$90.00 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,ALARM CLOCK BAKELIKE PINK,24,12/1/2010 8:45,$3.75 ,$90.00 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536370,12583,SET 2 TEA TOWELS I LOVE LONDON ,24,12/1/2010 8:45,$2.95 ,$70.80 ,United States,Yes,High,Northeast,Corporate,Yes,Credit Card,Yes
536852,12686,POLKADOT RAIN HAT ,24,12/3/2010 9:51,$0.42 ,$10.08 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536852,12686,VINTAGE HEADS AND TAILS CARD GAME ,12,12/3/2010 9:51,$1.25 ,$15.00 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536852,12686,MINI JIGSAW DOLLY GIRL,24,12/3/2010 9:51,$0.42 ,$10.08 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536852,12686,MINI JIGSAW SPACEBOY,24,12/3/2010 9:51,$0.42 ,$10.08 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536852,12686,PICTURE DOMINOES,12,12/3/2010 9:51,$1.45 ,$17.40 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536852,12686,CHARLOTTE BAG DOLLY GIRL DESIGN,10,12/3/2010 9:51,$0.85 ,$8.50 ,United States,No,High,Northeast,Consumer,No,PayPal,No
536974,12682,EDWARDIAN PARASOL RED,6,12/3/2010 13:59,$5.95 ,$35.70 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,LUNCH BAG RED RETROSPOT,10,12/3/2010 13:59,$1.65 ,$16.50 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,LUNCH BAG WOODLAND,10,12/3/2010 13:59,$1.65 ,$16.50 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,ASSORTED COLOUR MINI CASES,2,12/3/2010 13:59,$7.95 ,$15.90 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,RED RETROSPOT MINI CASES,2,12/3/2010 13:59,$7.95 ,$15.90 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,BIG DOUGHNUT FRIDGE MAGNETS,12,12/3/2010 13:59,$0.85 ,$10.20 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,RED  HARMONICA IN BOX ,12,12/3/2010 13:59,$1.25 ,$15.00 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,TEA PARTY BIRTHDAY CARD,12,12/3/2010 13:59,$0.42 ,$5.04 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,RIBBON REEL POLKADOTS ,10,12/3/2010 13:59,$1.65 ,$16.50 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,LUNCH BOX WITH CUTLERY RETROSPOT ,12,12/3/2010 13:59,$2.55 ,$30.60 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,LUNCH BOX I LOVE LONDON,12,12/3/2010 13:59,$1.95 ,$23.40 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,POPPYS PLAYHOUSE KITCHEN,6,12/3/2010 13:59,$2.10 ,$12.60 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,SET OF SALT AND PEPPER TOADSTOOLS,12,12/3/2010 13:59,$1.25 ,$15.00 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,EDWARDIAN PARASOL BLACK,9,12/3/2010 13:59,$5.95 ,$53.55 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
536974,12682,EDWARDIAN PARASOL PINK,3,12/3/2010 13:59,$5.95 ,$17.85 ,United States,No,Medium,Northeast,Consumer,No,Credit Card,Yes
537065,12567,PARTY TIME PENCIL ERASERS,28,12/5/2010 11:57,$0.21 ,$5.88 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RED RETROSPOT PURSE ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,LUNCH BAG RED RETROSPOT,10,12/5/2010 11:57,$1.65 ,$16.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,LUNCH BAG WOODLAND,20,12/5/2010 11:57,$1.65 ,$33.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,LUNCH BAG CARS BLUE,10,12/5/2010 11:57,$1.65 ,$16.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ASSORTED COLOUR MINI CASES,2,12/5/2010 11:57,$7.95 ,$15.90 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RED RETROSPOT MINI CASES,6,12/5/2010 11:57,$7.95 ,$47.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,NURSES BAG SOFT TOY,6,12/5/2010 11:57,$8.95 ,$53.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,TOOL BOX SOFT TOY ,6,12/5/2010 11:57,$8.95 ,$53.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,SET10 RED POLKADOT PARTY CANDLES,24,12/5/2010 11:57,$1.25 ,$30.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PINK  HONEYCOMB PAPER BALL ,6,12/5/2010 11:57,$2.10 ,$12.60 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,BASKET OF TOADSTOOLS,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RETROSPOT LARGE MILK JUG,3,12/5/2010 11:57,$4.95 ,$14.85 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RED RETROSPOT BUTTER DISH,3,12/5/2010 11:57,$4.95 ,$14.85 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CERAMIC STRAWBERRY TRINKET TRAY,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CERAMIC STRAWBERRY MONEY BOX,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,DECORATIVE CATS BATHROOM BOTTLE,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,POLKADOT RAIN HAT ,24,12/5/2010 11:57,$0.42 ,$10.08 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RAIN PONCHO RETROSPOT,24,12/5/2010 11:57,$0.85 ,$20.40 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,DINOSAUR KEYRINGS ASSORTED,36,12/5/2010 11:57,$0.21 ,$7.56 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,TRADITIONAL WOODEN CATCH CUP GAME ,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PACK OF 12 RED RETROSPOT TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PACK OF 12 WOODLAND TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PACK OF 12 SUKI TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RETROSPOT LAMP,4,12/5/2010 11:57,$9.95 ,$39.80 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,5 HOOK HANGER RED MAGIC TOADSTOOL,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,FIVE HEART HANGING DECORATION,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ROUND SNACK BOXES SET OF4 WOODLAND ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PAPERWEIGHT CHILDHOOD MEMORIES,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,REGENCY CAKESTAND 3 TIER,2,12/5/2010 11:57,$12.75 ,$25.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,GUMBALL COAT RACK,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RED GINGHAM TEDDY BEAR ,6,12/5/2010 11:57,$2.95 ,$17.70 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PLASTERS IN TIN SPACEBOY,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PLASTERS IN TIN WOODLAND ANIMALS,12,12/5/2010 11:57,$1.65 ,$19.80 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PACK OF 12 SPACEBOY TISSUES,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PACK OF 12 CIRCUS PARADE TISSUES ,24,12/5/2010 11:57,$0.29 ,$6.96 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,SET OF 6 SOLDIER SKITTLES,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,HAND WARMER RED RETROSPOT,12,12/5/2010 11:57,$2.10 ,$25.20 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CHILDS BREAKFAST SET SPACEBOY ,2,12/5/2010 11:57,$9.95 ,$19.90 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CHILDS BREAKFAST SET DOLLY GIRL ,2,12/5/2010 11:57,$9.95 ,$19.90 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CHILDS BREAKFAST SET CIRCUS PARADE,2,12/5/2010 11:57,$8.50 ,$17.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CERAMIC CHERRY CAKE MONEY BANK,12,12/5/2010 11:57,$1.45 ,$17.40 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ALARM CLOCK BAKELIKE GREEN,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ALARM CLOCK BAKELIKE RED ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ALARM CLOCK BAKELIKE PINK,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ALARM CLOCK BAKELIKE ORANGE,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,HOT WATER BOTTLE BABUSHKA ,8,12/5/2010 11:57,$4.65 ,$37.20 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,BREAD BIN DINER STYLE RED ,1,12/5/2010 11:57,$16.95 ,$16.95 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,SET OF SALT AND PEPPER TOADSTOOLS,12,12/5/2010 11:57,$1.25 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,ROSE COTTAGE KEEPSAKE BOX ,8,12/5/2010 11:57,$8.50 ,$68.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PARTY BUNTING,5,12/5/2010 11:57,$4.65 ,$23.25 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CLASSICAL ROSE SMALL VASE,6,12/5/2010 11:57,$2.55 ,$15.30 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,SET OF 6 3D KIT CARDS FOR KIDS,12,12/5/2010 11:57,$0.85 ,$10.20 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,CHERRY BLOSSOM  DECORATIVE FLASK,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,BLUE GEISHA GIRL ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,GREEN GEISHA GIRL ,4,12/5/2010 11:57,$3.75 ,$15.00 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,PINK PAINTED KASHMIRI CHAIR,4,12/5/2010 11:57,$42.95 ,$171.80 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,GREEN 3 PIECE POLKADOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,RED 3 PIECE RETROSPOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537065,12567,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/5/2010 11:57,$3.75 ,$22.50 ,United States,,Medium,Southeast,Corporate,Yes,Credit Card,No
537463,12681,PINK POLKADOT CHILDRENS UMBRELLA,6,12/7/2010 10:08,$3.25 ,$19.50 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,RED RETROSPOT CHILDRENS UMBRELLA,6,12/7/2010 10:08,$3.25 ,$19.50 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,WOODLAND CHARLOTTE BAG,10,12/7/2010 10:08,$0.85 ,$8.50 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,BOOM BOX SPEAKER BOYS,4,12/7/2010 10:08,$5.95 ,$23.80 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SET10 RED POLKADOT PARTY CANDLES,24,12/7/2010 10:08,$1.25 ,$30.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SET10 BLUE POLKADOT PARTY CANDLES,24,12/7/2010 10:08,$1.25 ,$30.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,BLACK RECORD COVER FRAME,4,12/7/2010 10:08,$3.75 ,$15.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,PACK OF 72 RETROSPOT CAKE CASES,24,12/7/2010 10:08,$0.55 ,$13.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SET4 SKULL BADGES,10,12/7/2010 10:08,$1.25 ,$12.50 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,RED RETROSPOT CUP,16,12/7/2010 10:08,$0.85 ,$13.60 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,"FANCY FONT BIRTHDAY CARD, ",12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SKULLS  WATER TRANSFER TATTOOS ,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,WOODLAND  STICKERS,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,BIG DOUGHNUT FRIDGE MAGNETS,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,LOVELY BONBON STICKER SHEET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,CANDY SHOP  STICKER SHEET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,RED TOADSTOOL LED NIGHT LIGHT,72,12/7/2010 10:08,$1.65 ,$118.80 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,TEA PARTY BIRTHDAY CARD,12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,ROBOT BIRTHDAY CARD,12,12/7/2010 10:08,$0.42 ,$5.04 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,RECORD FRAME 7 SINGLE SIZE ,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,IVORY DINER WALL CLOCK,2,12/7/2010 10:08,$8.50 ,$17.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,COFFEE MUG DOG  BALL DESIGN,12,12/7/2010 10:08,$2.55 ,$30.60 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,COFFEE MUG CAT  BIRD DESIGN,18,12/7/2010 10:08,$2.55 ,$45.90 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,OFFICE MUG WARMER POLKADOT,24,12/7/2010 10:08,$2.95 ,$70.80 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,OFFICE MUG WARMER PINK,18,12/7/2010 10:08,$2.95 ,$53.10 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,ROUND SNACK BOXES SET OF4 WOODLAND ,18,12/7/2010 10:08,$2.95 ,$53.10 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,TEA BAG PLATE RED RETROSPOT,36,12/7/2010 10:08,$0.85 ,$30.60 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/7/2010 10:08,$2.55 ,$15.30 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,DOORMAT RESPECTABLE HOUSE,2,12/7/2010 10:08,$7.95 ,$15.90 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,METAL SIGN TAKE IT OR LEAVE IT ,6,12/7/2010 10:08,$2.95 ,$17.70 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,GUMBALL COAT RACK,36,12/7/2010 10:08,$2.10 ,$75.60 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,PLASTERS IN TIN WOODLAND ANIMALS,12,12/7/2010 10:08,$1.65 ,$19.80 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SET OF SALT AND PEPPER TOADSTOOLS,12,12/7/2010 10:08,$1.25 ,$15.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,TABLECLOTH RED APPLES DESIGN ,4,12/7/2010 10:08,$8.50 ,$34.00 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,SET OF 2 TEA TOWELS APPLE AND PEARS,6,12/7/2010 10:08,$2.95 ,$17.70 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,PACK OF 20 NAPKINS RED APPLES,12,12/7/2010 10:08,$0.85 ,$10.20 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,JAM MAKING SET PRINTED,12,12/7/2010 10:08,$1.45 ,$17.40 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537463,12681,BOX OF 24 COCKTAIL PARASOLS,25,12/7/2010 10:08,$0.42 ,$10.50 ,United States,,High,Northeast,Corporate,No,Credit Card,Yes
537468,12567,LUNCH BAG RED RETROSPOT,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,RETROSPOT HEART HOT WATER BOTTLE,6,12/7/2010 10:36,$4.95 ,$29.70 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,BIRD HOUSE HOT WATER BOTTLE,12,12/7/2010 10:36,$2.55 ,$30.60 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,SCOTTIE DOG HOT WATER BOTTLE,3,12/7/2010 10:36,$4.95 ,$14.85 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,GREY HEART HOT WATER BOTTLE,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/7/2010 10:36,$3.95 ,$15.80 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,FELTCRAFT DOLL MARIA,6,12/7/2010 10:36,$2.95 ,$17.70 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,LUNCH BAG SPACEBOY DESIGN ,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,LUNCH BAG SUKI  DESIGN ,10,12/7/2010 10:36,$1.65 ,$16.50 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,10 COLOUR SPACEBOY PEN,24,12/7/2010 10:36,$0.85 ,$20.40 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,12/7/2010 10:36,$0.42 ,$10.08 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,CLOTHES PEGS RETROSPOT PACK 24 ,12,12/7/2010 10:36,$1.49 ,$17.88 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,DELUXE SEWING KIT ,9,12/7/2010 10:36,$5.95 ,$53.55 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,POPPYS PLAYHOUSE BEDROOM ,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,POPPYS PLAYHOUSE BATHROOM,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,POPPYS PLAYHOUSE KITCHEN,6,12/7/2010 10:36,$2.10 ,$12.60 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,FELTCRAFT PRINCESS LOLA DOLL,4,12/7/2010 10:36,$3.75 ,$15.00 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537468,12567,HOT WATER BOTTLE BABUSHKA ,4,12/7/2010 10:36,$4.65 ,$18.60 ,United States,,Medium,Southeast,Consumer,No,Credit Card,Yes
537693,12441,BLUE SCANDINAVIAN PAISLEY WRAP,25,12/8/2010 10:45,$0.42 ,$10.50 ,United States,,Medium,Southeast,Consumer,Yes,Credit Card,Yes
537693,12441,VINTAGE CARAVAN GIFT WRAP,25,12/8/2010 10:45,$0.42 ,$10.50 ,United States,,Medium,Southeast,Consumer,Yes,Credit Card,Yes
537693,12441,PAPER CHAIN KIT 50S CHRISTMAS ,6,12/8/2010 10:45,$2.95 ,$17.70 ,United States,,Medium,Southeast,Consumer,Yes,Credit Card,Yes
537693,12441,WRAP I LOVE LONDON ,25,12/8/2010 10:45,$0.42 ,$10.50 ,United States,,Medium,Southeast,Consumer,Yes,Credit Card,Yes
