SquareFootage,NumBathrooms,NumBedrooms,Price
1219.82,3.566419789,4,284596.5952
1154.99,3.00564649,3,241041.2506
925.54,1.513142212,2,149161.886
1995.41,2.138157766,4,276656.5065
939.61,1.061996769,4,410697.6667
1655.56,3.223624288,3,353477.4283
1653.71,1.696421635,2,356183.7097
2069.92,1.805969665,5,798826.0426
550.0,1.0,1,222852.3977
1592.1,1.884257528,2,249815.1871
1177.13,1.0,3,166987.0495
550.0,1.0,4,145718.0224
550.0,2.904112595,4,217954.655
1952.56,1.691828801,4,442071.1893
974.62,1.0,3,319396.2929
1442.25,3.088652025,3,404764.9182
2170.86,4.104887589,6,720948.6752
700.38,1.0,2,151561.3852
943.64,1.428392737,2,129968.5095
955.04,1.0,4,280525.7092
736.19,2.515885745,3,358729.7227
1939.46,3.73745919,4,704512.7722
1362.96,4.74011897,5,470238.5325
550.0,1.943919579,4,284396.0632
1255.38,3.070620869,4,455562.132
1588.03,2.43644941,3,448231.5409
1505.35,1.0,4,261273.8014
550.0,1.707638175,4,274343.871
550.0,3.633748742,3,354094.8412
654.07,1.827370422,3,110505.7101
1012.69,1.0,3,171977.7174
1052.32,1.217644474,2,178009.8491
728.55,1.983124008,2,130890.354
1381.83,1.982966373,3,271626.442
1236.0,3.647472898,3,249751.8563
1168.46,1.0,1,101762.9942
600.25,1.384366953,4,401584.651
904.42,1.063157929,3,207601.5597
550.0,1.053248886,4,165832.1784
1723.29,3.000835312,2,370626.9651
742.01,1.514002894,3,229867.2818
876.01,3.898355928,4,261299.0612
920.33,1.193042219,4,201083.057
662.53,2.159927669,2,289915.2581
1437.02,2.309452987,5,500787.2489
1057.49,1.795121972,4,453167.7797
1412.1,1.503920906,3,468592.981
1865.64,3.131632596,5,643648.7488
1343.09,1.690492516,4,284846.2384
561.26,1.0,2,165266.5131
1154.96,2.023466184,1,113423.8569
1138.68,2.520716266,4,400906.5969
1806.26,2.093982372,3,390164.8623
550.0,1.0,1,187995.7479
762.18,2.247852315,4,334882.4909
1021.28,1.588290693,1,133991.8721
1257.82,1.050886021,3,384299.924
768.6,1.192520251,2,173253.2882
1705.01,2.31375477,2,365160.8737
1318.78,1.724062752,3,315110.2214
1396.01,2.963864091,5,544722.7857
664.28,1.565668607,2,103024.6398
964.97,1.54603265,3,236584.1873
785.82,1.296052258,5,407629.4936
801.77,1.571140719,5,506388.8471
1281.8,3.396545189,3,297285.8169
1033.09,1.564856005,2,290957.0203
1169.45,1.0,3,350479.6175
550.0,2.425445151,2,179465.1961
1125.23,2.879806468,4,510530.1082
1261.09,3.281116906,3,447293.5671
586.41,1.907082228,3,312074.1011
1225.68,1.857548259,2,143197.3936
550.0,1.789850862,3,118334.6332
796.75,2.080707923,1,99325.70034
550.0,1.259251883,3,104773.5017
748.14,1.934062544,3,236450.6019
782.04,2.24091868,2,163532.6969
1581.56,3.154247646,4,452987.9875
826.67,1.0,4,313470.0031
1151.93,3.19740751,3,380770.1555
1231.08,2.536132733,5,411243.601
550.0,1.323756679,1,256564.7699
1162.8,1.553396215,4,251183.1563
1062.47,1.780468613,1,155965.7046
810.88,2.708799163,2,180707.6909
643.02,3.866119348,3,206294.6469
550.0,1.0,3,93883.51932
550.0,1.0,3,172888.1978
550.0,2.017275534,3,232326.4253
1208.45,1.0,3,210467.5593
550.0,1.939942627,4,237388.69
1370.13,2.34314227,4,497529.3938
576.05,1.0,2,137084.6115
1295.0,1.0,2,312374.5689
676.49,3.222117992,4,530691.8255
965.44,2.950068167,2,238569.6214
939.03,1.26769942,4,272776.072
1085.52,1.177774041,4,280135.5817
1953.8,1.992746227,3,574520.8943
690.37,1.0,1,162605.8875
963.92,1.102536202,5,282254.4151
1499.56,3.136055407,3,523913.4523
550.0,3.797646934,3,268097.0147
1247.11,3.585773676,4,330576.3618
878.0,3.270514636,3,262653.3923
550.0,1.0,2,162547.0472
1403.53,3.9193983,2,274124.9918
906.93,1.122152992,1,175680.1302
550.0,1.364844596,5,177882.2157
661.11,2.775331157,4,340979.9018
1280.96,1.207350353,2,111889.5615
1778.96,1.947880623,3,358367.7787
1320.1,2.289294646,3,265278.7319
858.35,1.477449898,4,323896.9028
1956.12,3.46170632,4,620197.351
550.0,1.340437138,3,134130.7502
1110.45,1.247922529,3,304931.3849
1164.13,3.115466002,1,335756.0143
1651.53,1.290733329,4,372249.6346
1590.37,3.504338905,2,520589.6866
603.82,1.684764766,3,411343.6274
1647.31,1.322820383,4,571526.5617
873.9,1.853306629,3,245104.5692
550.0,1.389053349,4,235613.132
988.76,1.917077859,3,108935.8619
1891.21,1.470098013,4,497908.5102
1180.83,1.437698164,3,174200.3734
1272.81,3.374807467,3,322341.8634
1044.43,1.0,3,145942.1369
550.0,1.0,2,118104.4673
1617.38,1.0,2,412440.005
577.36,1.996181565,4,238343.9376
550.0,1.0,3,122930.8342
550.0,2.805610068,3,246206.4743
550.0,1.295570261,2,147760.8634
550.0,2.2403128,2,165566.0579
874.34,1.062189133,1,109258.2332
550.0,1.558502501,5,527307.9088
2068.82,2.315746015,5,780190.8628
550.0,1.0,2,157587.7771
1162.7,1.027098979,3,235908.2389
550.0,1.0,2,161223.6344
1100.88,1.0,3,201849.2072
734.59,1.165419611,3,123104.0484
550.0,2.341744799,2,155727.5636
1726.12,4.056114691,2,421368.8869
1262.83,1.301229666,2,111529.805
1207.93,1.0,4,565338.9769
778.54,2.993726513,3,363985.391
1377.9,3.615851772,5,733103.4288
1386.37,1.732594418,3,316592.6204
642.36,1.348362691,3,172521.4329
860.54,2.367229102,3,258308.4169
550.0,1.229778797,3,175781.7126
708.47,3.351500898,3,192044.4362
816.16,1.793404252,2,193488.1005
1214.59,2.353684779,3,305813.1243
550.0,1.0,3,103436.2248
550.0,1.023159862,2,242450.3356
1726.85,2.419151566,3,675749.7362
1143.1,1.489469318,4,318126.9653
550.0,3.408195989,3,206316.8392
1653.32,1.949173314,3,397238.4498
550.0,1.605518391,2,115156.9002
1332.25,2.564572198,3,233534.837
1184.13,3.210561138,2,265015.4048
957.1,2.203076038,6,542916.9681
550.0,3.406887495,4,314737.1867
725.74,1.0,3,234433.7794
1119.65,3.17511348,2,204687.7228
1333.3,2.776923012,3,624004.5467
879.37,1.0,3,192100.1045
550.0,1.0,1,220351.6395
2010.62,2.857315408,4,679097.4556
550.0,1.0,1,205922.9258
982.12,1.270575293,2,145164.6243
1198.87,2.470622097,3,336955.922
831.53,2.096109951,3,466709.337
1486.63,2.794933919,4,324337.8834
1366.81,2.751702913,4,445058.7417
821.19,2.016830748,4,340097.7088
1258.17,1.953138383,4,257093.7751
1690.71,1.41937503,4,352999.1133
550.0,1.438215632,3,152467.1669
728.22,3.590740405,5,511448.6747
550.0,1.647929831,3,248336.565
639.37,1.069706185,4,155146.8993
891.4,1.924846261,2,177944.3403
907.52,1.015720333,4,277389.5276
662.79,2.085815753,2,126108.4073
1228.64,2.492585287,3,405334.8917
550.0,3.027380353,3,129571.1343
1025.74,3.238399722,2,503922.7306
1301.89,2.752838541,4,631038.2748
1866.75,4.206168344,3,516799.3191
908.42,1.0,3,142639.1425
732.5,1.626907461,3,202084.3426
1398.64,1.0,3,348991.4784
575.16,2.295370006,3,235364.9007
1058.22,1.0,3,342576.4266
628.32,1.564672464,4,184100.4687
1629.07,2.472161786,3,461983.6949
1139.31,1.945144839,4,266465.0939
1480.25,1.0,3,264687.482
658.34,1.0,2,203962.6062
623.77,2.20979152,3,241942.875
576.65,2.97330905,3,164491.9501
550.0,2.711729564,3,135815.7113
550.0,3.104174742,3,330861.4805
1709.55,1.230665502,3,387483.377
1139.91,3.215113326,3,252928.8126
969.5,4.300159823,3,497905.6963
550.0,3.001186336,5,551289.4411
793.35,1.0,1,165425.0982
1116.57,2.630734238,3,393815.2236
1310.88,3.549761907,3,646182.2465
1289.15,1.0,3,296121.6951
1885.27,1.0,3,432179.2694
765.63,2.463285663,3,401065.9409
968.74,2.406639445,2,214089.6239
1489.29,3.347582506,3,407852.18
1858.88,1.936895612,1,405574.4351
752.01,1.0,4,129485.9721
1417.48,1.69118823,2,280418.7304
1594.27,2.683619586,2,323691.9893
611.64,2.409814069,2,102580.7852
859.94,1.0,1,107330.1073
1491.55,2.049909627,2,302811.6508
1446.86,1.580174983,5,524598.9768
550.0,1.554193107,3,154684.3011
908.6,1.818432006,3,158109.1568
1423.6,3.119619297,3,369157.1951
1574.03,1.0,3,244766.5398
550.0,2.496751928,3,169536.3962
677.71,2.406364613,3,278642.1448
690.37,4.486009639,2,423641.3572
2170.18,1.033155438,2,354961.7707
1840.34,2.703298937,1,244662.9562
1632.39,1.181218641,3,343336.0697
1005.43,1.0,3,214297.0732
998.18,2.025042343,5,266337.8745
1093.75,1.197647935,2,244814.255
1348.39,3.596131658,4,415681.7376
581.94,2.712990858,4,521954.8921
550.0,3.299912328,4,283519.0624
1302.39,1.76070584,4,343053.3563
1625.16,3.028925352,4,623993.8792
1205.99,1.0,1,88580.3812
550.0,4.003340345,4,269536.7121
1269.8,2.921633127,2,229785.0799
1463.33,1.667868234,3,232594.7678
771.18,1.478008617,3,327626.1061
757.67,1.694310441,3,248086.4852
768.03,1.711265999,3,168532.7932
550.0,2.696962723,3,240754.6703
918.94,2.708287388,3,317898.9263
760.38,2.082660511,2,251869.3825
888.96,1.564265028,5,327448.2674
1610.1,1.343067628,1,149402.0683
550.0,1.0,3,182818.7408
1505.2,3.235635384,3,351747.2649
1204.99,1.428341872,2,214596.5987
1745.5,2.63114918,4,658461.7223
2269.73,1.794955607,2,492994.8442
550.0,1.635095597,5,219968.9935
708.12,1.0,4,283743.8872
1646.72,2.019522321,3,303853.3608
614.7,1.242049934,4,252796.5789
720.33,1.936680919,4,368824.7083
1025.38,2.402277253,5,419123.8418
1456.45,1.0,2,187888.8282
1395.58,3.593985602,2,356569.8677
550.0,1.945894495,5,347052.8596
1055.06,2.02097773,3,189564.2486
1659.19,1.527864122,3,284318.2353
1098.69,1.274668667,4,202859.3176
1809.95,2.320786626,3,361331.6827
1326.29,3.563667505,4,713993.1241
651.05,1.137989506,4,191718.172
550.0,2.307221005,4,229928.759
870.25,1.958609398,2,150695.0969
1450.56,2.420924898,3,336337.6459
550.0,1.298273291,2,344786.63
1195.22,2.379637518,4,280494.9248
550.0,2.35248365,4,360491.2038
1168.86,2.429073895,2,300740.9772
1242.17,2.058247062,4,550091.5551
917.28,1.0,3,236691.7614
550.0,2.172537703,2,123575.9347
1139.91,1.293593232,2,260356.7383
939.78,1.0,4,323646.6032
550.0,1.021607608,2,98622.30842
895.52,3.5835609,4,652902.385
550.0,4.963092617,3,313766.7632
747.84,2.384521121,2,190662.9313
1599.49,2.782334892,1,485170.8378
823.7,1.770990966,3,207331.9679
550.0,1.278622873,2,111298.1421
678.06,2.548304236,2,169416.882
550.0,1.324173676,2,232506.3177
1965.15,3.961874875,3,610064.7447
770.2,2.046171482,4,256123.2288
1809.96,2.46115053,6,822630.8227
884.33,1.0,3,201575.1283
755.0,1.925562331,4,319705.9149
1212.97,1.828237036,4,509492.6003
1852.27,1.157452027,3,295980.5785
550.0,1.361328463,3,113104.3844
666.18,1.0,2,120438.0192
1338.96,3.277371785,1,345504.5387
550.0,2.187367358,2,110454.7642
924.97,1.517590355,2,119563.1348
1591.14,2.580234085,4,662675.9344
1237.01,4.135385948,3,586725.5921
778.67,1.67131196,2,124414.6586
550.0,2.451438207,1,202946.7719
550.0,1.521706589,3,294006.8647
550.0,1.0,4,251042.806
749.67,1.58423555,3,218754.4913
986.24,1.0,2,122559.9246
1015.29,1.0,5,339351.4185
1379.86,2.072580543,3,504221.8113
834.25,2.487854227,4,361257.3895
1743.48,2.129060409,3,493629.1326
1499.48,4.589564842,4,365843.4516
550.0,2.859258942,2,248789.3322
550.0,1.164436471,1,95067.28153
1507.28,2.916109062,4,551047.2345
550.0,1.678418426,3,93963.58358
667.13,4.119081613,2,312594.3837
1105.77,2.187172612,2,244610.7551
1380.55,1.075518813,3,477219.5197
1192.28,2.345557822,3,342939.5367
550.0,1.120522966,2,95856.1153
1269.76,4.197600663,3,541235.5038
926.57,3.649368329,4,537982.891
550.0,1.287251503,3,170808.2439
1178.57,3.241369504,2,244009.9532
1092.1,3.796954884,2,222140.2512
1022.56,1.719061818,3,254840.1404
550.0,1.147176694,3,98056.79277
1530.81,3.601150838,4,317672.2156
2163.35,3.986764045,4,463689.7188
1450.43,1.0,2,195341.3991
1743.58,3.150609528,3,474816.6255
1036.05,2.013444751,3,446542.03
550.0,4.149932625,3,198672.4582
1055.65,1.648894681,1,244504.4305
1171.54,1.0,4,393259.0021
734.98,1.431686906,3,248310.5492
1128.16,1.884015252,2,175701.0941
1131.51,1.0,2,204755.9384
940.02,2.292306875,2,195416.5331
975.57,1.005480921,2,135333.7626
747.48,2.951104886,3,254110.0525
585.81,2.0188942,2,187420.2746
550.0,3.748236326,4,383541.8907
1703.66,1.709194379,4,499542.613
902.27,2.809532205,5,702265.437
1695.37,2.05493614,5,591930.0137
1314.72,1.0,4,230285.191
550.0,2.572631555,4,272823.1207
827.25,1.034618239,3,249268.1619
1159.68,1.907333855,3,257438.9156
1096.07,3.251896741,5,466401.4281
550.0,2.567243569,2,146268.2679
550.0,2.192577412,3,201890.2908
1276.99,1.0,4,240045.8232
1156.34,2.073778712,2,339091.8612
885.44,1.0,4,351210.4303
902.24,2.435445229,4,256372.5145
1511.89,3.997280246,3,618110.2488
550.0,1.755983773,3,113299.4671
1201.96,1.0,2,240851.9783
1399.62,1.885085617,3,265397.8247
891.59,1.936383662,2,322496.1499
792.58,1.521414764,2,154546.2588
1138.98,1.584561773,4,355509.5762
1074.5,2.701830971,3,479105.0217
1417.73,1.981079648,4,503702.0815
1016.92,2.089748088,3,400789.3699
1138.0,2.473662377,4,416597.0363
862.05,1.303045059,4,321147.6717
801.11,3.872842496,4,409672.2311
737.11,2.859235109,4,463029.2579
1756.7,1.0,4,428899.4386
550.0,2.933060239,4,314818.9064
1427.16,3.151038282,3,277255.8684
550.0,1.0,3,140842.3883
550.0,1.0,3,109087.4478
1273.14,1.330867053,3,269688.4728
1278.89,1.0,3,215665.2148
1465.35,2.784964122,3,469333.7639
1103.23,2.392219123,2,193712.9455
1559.91,1.235691059,4,309141.3191
550.0,2.206816636,3,220315.6302
878.21,1.66438735,1,103727.154
1454.36,3.310696548,2,476261.3868
876.67,1.0,4,243722.0049
849.06,1.0,2,157550.5442
1055.31,2.411380714,5,449192.4444
1473.2,4.342154715,3,273769.0828
1089.88,2.218111901,3,383798.3606
984.42,1.0,4,172227.7567
995.68,1.399611437,3,275767.8705
613.33,2.989469818,4,420255.3959
564.44,1.694957134,1,92151.74651
1657.16,1.93157626,2,297714.1583
2295.73,1.394803398,3,465411.917
550.0,1.730892958,3,234150.2392
924.7,1.0,4,257273.9223
550.0,1.0,3,97427.25678
1153.69,1.0,6,767721.1084
1301.39,3.713245872,2,320500.8382
850.91,1.683958032,4,312782.8059
943.89,3.199286975,3,446075.8762
550.0,1.755986389,3,164309.6409
648.46,3.078077854,2,174452.5836
1659.3,1.361319973,5,516020.9028
1109.34,1.0,3,202100.7793
1026.36,2.077177212,5,473382.5348
682.33,2.560177514,2,110864.4095
1261.06,1.0,3,327347.9656
952.97,1.742003354,3,400944.4919
1385.27,3.099923192,4,373346.7227
642.63,1.0,2,196620.752
652.25,1.0,3,154249.565
1140.39,1.0,3,218757.1645
550.0,1.992121476,2,283028.7124
681.71,1.779372596,4,308120.0689
550.0,2.266691686,5,377092.29
2061.42,1.0,2,226944.7235
890.09,2.777984747,4,498851.7088
670.91,3.609313539,3,471721.7656
996.24,1.350501787,3,340863.3536
1557.12,3.461911975,3,415436.8385
678.71,3.490849386,4,257606.4882
1199.79,1.0,3,153573.3276
1198.92,1.0,2,201622.4738
1251.03,1.0,3,324848.6239
1587.13,1.0,3,520671.8883
550.0,4.15388497,4,459045.6798
550.0,1.0,2,181434.0593
579.11,2.186502328,3,158116.3485
714.24,1.855069838,2,113935.0884
1709.18,3.12676117,4,452654.1891
895.85,1.0,4,218601.7834
1152.58,1.0,3,211649.1352
550.0,1.0,3,161330.406
1124.14,2.00876161,3,324782.6328
1724.89,3.295595326,3,434970.7078
550.0,2.512069753,3,112980.7449
1133.71,1.013462153,5,425157.08
625.88,1.0,2,138602.8269
1384.97,1.0,2,168483.329
976.35,1.0,3,230173.566
550.0,1.0,3,156294.8951
550.0,2.087067938,4,189162.786
1648.37,2.568195525,2,253476.2673
975.2,2.777436199,3,302975.6561
650.07,1.957075227,3,247180.2754
724.62,2.944334063,3,255230.9738
1250.06,2.43829604,2,371325.8584
1419.79,1.217234149,2,146124.9394
550.0,1.082420434,2,104735.1932
825.43,1.436465832,2,116907.4444
1267.94,2.557282278,5,717578.6979
550.0,1.006369014,6,432952.5713
2240.87,1.031013193,1,282253.0256
1026.14,1.567010272,3,157531.1689
1009.33,1.321191534,4,492566.1352
1966.16,1.135847742,1,206191.2904
1001.9,3.649819206,4,481402.8049
653.45,3.114278487,2,165108.6084
1403.85,2.131656444,3,297382.5679
720.92,3.057766052,2,262980.2794
896.7,1.0,3,171613.4246
934.57,3.44628553,1,106645.3587
1865.22,3.428502953,3,469389.2362
805.65,2.055810249,1,97058.08872
550.0,2.108503016,4,205937.7401
1383.96,1.0,4,376242.2191
663.24,2.992361499,2,398689.0703
2015.84,1.897380991,5,369749.0723
1593.51,1.884415746,2,262871.0421
782.9,1.769098482,3,290802.8624
2398.23,1.954096496,5,878270.4815
1578.04,1.648289366,4,461560.2178
1004.49,2.730458836,3,324387.7875
997.36,1.0,3,191370.9394
929.41,2.230596227,3,228871.9721
1258.89,2.099496935,3,413696.176
1011.74,1.0,3,148852.0295
1484.17,1.34998666,4,607617.5735
550.0,3.303223737,4,309475.7389
635.71,1.087785706,5,290743.0373
1049.26,1.785673467,4,277934.3181
550.0,1.0,2,114524.9105
1496.53,1.0,5,403001.0933
1162.89,3.759564284,4,504229.4659
550.0,1.106915186,3,163575.4804
690.05,1.0,1,153535.3657
804.9,2.000841844,3,212943.7066
1065.81,2.483929605,2,277441.6937
915.33,2.625077528,4,446406.9359
1920.34,1.151180693,3,573920.1164
1068.86,2.105990217,3,189396.4227
1175.28,1.0,4,441280.179
550.0,1.969267772,4,337640.8887
550.0,1.777040021,2,98513.09269
781.76,1.0,5,379212.9742
1987.99,3.198804296,4,347345.675
1575.75,1.370659077,4,579785.4694
1722.27,1.0,3,257522.3403
846.6,1.993574404,3,244850.0049
661.87,3.467670295,4,354263.9805
550.0,2.623495204,5,475262.5456
907.68,1.764941106,3,157501.3561
1225.45,1.585551462,3,327189.4572
550.0,1.0,3,208975.1804
550.0,1.939261818,3,168431.4026
550.0,3.609200543,4,421524.3866
1173.08,1.370638689,2,154990.6295
550.0,2.521945674,3,181631.6169
726.25,2.638326541,2,145468.7412
1366.27,1.296475459,3,365322.3062
1506.08,2.388027694,4,508240.4454
856.67,3.674270929,3,297070.034
1666.44,1.778872322,3,454453.7197
837.24,2.252850066,3,220849.5079
588.25,2.222143526,3,196117.0289
1470.97,2.175998385,4,300684.2367
1016.49,1.715963464,3,298345.4482
1152.85,2.571895542,3,354524.7111
1084.17,1.0,2,158471.7514
1807.95,2.654548841,3,369438.1439
550.0,1.0,3,90122.38554
1165.21,1.0,3,326008.5763
585.01,2.237696216,2,225542.0184
550.0,1.838626819,3,206050.2198
550.0,1.620942638,2,158839.4141
850.67,2.658915312,3,413218.8644
1230.48,1.246949043,3,197193.796
1036.2,2.807772662,4,273247.2535
550.0,2.314760692,4,262492.94
2816.76,2.736825799,1,562484.0227
1522.63,3.818857401,5,349391.2377
600.38,1.0,3,159395.7219
550.0,2.766672323,2,203564.234
897.24,2.734415181,3,354353.6387
754.31,1.0,4,161533.5785
1289.57,2.624068605,3,283822.2283
1063.24,1.21940935,3,144490.858
696.07,2.941419896,2,182140.9594
795.11,5.383081438,4,459567.602
912.52,4.710547304,2,279109.5484
857.66,2.52511429,4,363057.9952
1258.83,2.035274271,2,300974.5539
1676.03,1.6756997,5,362917.3377
813.95,1.0,4,343937.572
788.01,1.041511079,3,258216.0685
576.91,1.901713896,2,91763.35075
872.78,2.334516372,3,380733.0623
2057.02,1.0,4,650641.7431
1651.12,1.0,2,303786.0932
688.09,2.982390005,3,344545.4984
550.0,2.212244571,4,174760.7324
1194.06,1.997969673,3,251945.1802
1449.62,4.082117066,4,644542.115
1447.61,3.677708885,4,597377.9812
1070.65,1.793127728,2,113867.704
1212.51,1.360424658,1,300406.5819
550.0,3.599558832,3,330090.5606
1086.8,1.418783393,4,318574.1442
550.0,1.734906141,5,238916.7137
1165.33,1.678559823,2,193579.1699
833.44,1.648107467,3,341148.4504
960.37,1.639329835,3,321072.6461
805.92,2.02320994,5,381701.4755
550.0,2.389430015,3,173670.6252
1041.61,3.544439984,5,461667.4612
1523.17,2.209791231,4,295342.0273
996.16,2.213232111,2,196765.808
857.2,2.327397291,3,260260.6374
758.47,1.0,3,263931.7455
550.0,2.972489001,3,293232.5093
550.0,2.998706867,4,218397.4733
1316.87,1.509911187,4,475850.3779
1050.07,1.621971779,4,401135.7425
672.98,1.0,1,113721.45
550.0,1.0,3,146057.4532
1434.89,2.477739411,3,340862.5578
550.0,1.0,2,156453.1818
550.0,1.0,3,154177.1892
550.0,2.071229216,4,196785.7624
844.14,1.686999177,2,116731.4427
1053.33,2.819525954,2,222404.4952
1406.52,3.431923988,3,535479.8648
550.0,1.459498305,2,181909.8306
1022.52,1.99628771,4,415496.8971
550.0,2.657590041,4,298185.2356
1584.58,3.362106368,5,421852.2768
1608.94,1.23819827,5,473601.4141
1128.87,1.947902626,4,334716.2929
1274.43,2.431466986,4,575304.7083
1871.75,3.072478137,4,477452.2338
731.64,1.0,3,153829.4032
550.0,1.617542749,5,382171.5594
601.22,1.001345831,2,118599.8402
1810.83,3.17884548,4,575023.6845
550.0,3.444750099,3,248163.8659
965.59,3.93450467,2,268929.6573
