SquareFootage,NumBathrooms,NumBedrooms,Price
730.27,3.135029789,3,402906.3189
1440.26,2.886889009,1,228606.7365
1251.87,2.773043133,2,234034.0348
930.25,1.699286003,4,243698.2698
638.75,1.433183066,3,188420.495
1146.22,2.00608526,4,388797.7139
907.75,2.171444196,2,264375.9423
730.35,3.501214597,2,302150.1384
720.01,1.0,2,141284.894
970.38,2.717602416,3,307601.6817
1042.51,2.255735377,2,247756.8597
1417.61,2.053441465,3,465816.6986
1140.2,2.276009307,3,409528.0416
1463.53,2.115885049,3,418375.5412
1117.44,1.267513421,3,150575.7395
597.77,4.239372901,2,124956.8317
1405.05,1.501829236,4,352552.9691
1078.94,2.293105997,3,361507.1659
907.46,2.572705307,4,415807.0875
1246.47,2.16534028,2,170926.4381
1006.85,1.607505347,2,225513.7332
1361.08,3.033505302,3,331432.4774
701.27,1.318978184,3,132861.8451
772.24,2.352667277,4,277825.5958
1423.83,2.126659257,1,196234.218
1236.56,1.160033378,5,361249.6732
2080.79,2.726898475,3,738479.0872
1449.58,2.300015269,4,442719.8916
550.0,1.0,2,110019.2136
1085.16,1.07242002,3,203979.1343
2099.87,2.505171123,3,611065.099
1129.85,1.280746678,4,203642.5544
1954.7,1.660421411,3,281318.7199
799.83,4.195181141,6,367059.5017
550.0,3.889545179,3,286637.4928
550.0,1.415396689,1,102298.3893
550.0,1.21683801,3,172399.9853
1056.11,1.227054093,3,246854.8355
1681.58,1.656776075,3,606218.4322
550.0,2.234588924,3,155828.5298
1946.29,1.0,4,284099.9844
1008.9,3.86612899,4,557080.2338
550.0,4.327881286,4,515703.8595
934.62,2.7828403,3,322181.3029
1029.83,1.623794737,4,318018.4118
1600.28,1.0,3,353166.4
965.56,3.063549719,4,380217.0535
550.0,1.553242083,2,262486.264
550.0,1.808288018,3,184777.0587
1873.84,3.658252263,3,442637.1756
830.78,4.100380135,3,217206.4322
1561.19,3.092382168,1,344119.292
648.52,2.454631683,4,458112.4045
909.46,2.229581892,3,365893.4119
581.4,1.0,3,160332.0108
822.89,2.861982449,2,363679.9014
1478.81,1.0,4,270472.6964
1936.87,1.0,4,475364.3529
1063.7,2.460016675,4,240514.5897
1875.77,1.0,4,507694.0321
956.16,2.898503602,4,489893.8798
550.0,1.98910273,3,176889.2232
550.0,1.977646983,2,115547.1564
550.0,1.972925609,2,126206.8993
768.35,2.609231756,3,272557.0395
835.62,3.208137095,4,399496.7421
1663.19,4.77939971,1,538787.2447
1092.67,2.067192302,4,353696.1047
1309.65,2.013369338,3,315102.2944
959.52,4.171585155,3,625244.5246
1168.53,1.704767672,2,260289.4025
697.88,1.540870924,2,151377.1018
1279.88,1.0,2,107844.5295
713.54,1.80045629,3,176735.2473
550.0,2.749640451,2,174698.0105
1696.32,1.163624985,5,501338.3363
1074.82,1.715567652,3,468140.4991
658.32,1.192712947,3,243042.0806
1798.99,1.508958267,2,422776.1832
550.0,1.0,2,167169.7473
550.0,3.516063992,3,171747.0522
842.16,3.371805664,1,198393.1279
853.83,3.013377273,2,399813.4381
1734.13,1.258619347,3,239397.9238
1207.69,1.032576966,2,121533.3732
1156.67,1.930554319,3,232632.9085
550.0,2.569541567,4,391819.4093
1575.45,2.473301495,3,633126.1762
1055.81,1.447853097,2,207873.7325
550.0,1.174556206,3,109015.4849
1010.79,2.647702101,2,448702.2285
689.99,2.652003499,3,379773.8959
671.38,1.028600172,5,433475.4898
1622.71,1.900986044,3,392258.1538
1175.55,2.75956596,3,396198.2381
767.36,1.0,4,248951.658
1094.72,1.379770353,5,223963.9275
601.34,2.332285227,3,250056.3135
1113.4,1.156614386,3,184676.9077
1573.38,1.672715681,2,249025.7814
697.99,2.250064971,4,432190.1311
798.62,1.424847946,3,196172.7438
1090.17,1.629654739,2,250763.0469
1314.37,1.0,4,301183.2875
550.0,1.757506202,2,150637.9491
710.61,1.286837554,4,181396.4881
921.51,2.857380609,3,353630.6431
1728.37,3.703794345,2,393769.5176
1319.79,2.542387545,4,255615.0412
797.2,2.144376801,4,458217.5708
779.4,1.299746027,5,334205.9996
550.0,2.617000348,3,176840.4863
1190.2,1.671230273,3,376196.276
1445.66,1.645937862,1,154387.13
1236.63,1.562501373,3,111900.5148
1199.7,3.375530651,3,270706.3769
1299.01,1.0,3,165322.2964
550.0,1.0,4,126222.5514
1134.09,3.829966391,4,419301.784
1573.65,2.852884075,3,517881.0845
1178.17,1.420791698,3,372767.7884
1445.76,1.0,3,453152.4975
550.0,1.772144003,5,336931.2384
1111.38,1.92812105,2,378628.5385
1467.33,2.343559315,4,518293.9497
1286.97,2.033952514,3,388979.5251
550.0,1.880324216,3,121380.2128
1410.59,2.937951534,4,347138.2077
1256.37,1.918574239,1,107662.5961
550.0,1.457079367,4,166316.357
1670.89,3.533836205,2,509505.0897
550.0,1.650686336,2,127943.04
1181.66,1.0,3,326302.3183
993.55,1.528368079,4,325581.8346
1457.83,2.584936681,4,441340.6356
1818.24,2.151700132,4,428460.5792
1502.76,2.975266318,1,318944.5628
979.19,1.0,6,354469.5273
641.2,1.0,3,229358.8883
550.0,1.62124492,3,168204.3647
550.0,1.0,2,335845.5073
1249.28,1.556925438,4,539870.7988
937.22,1.40045717,2,162549.3752
550.0,2.712657488,3,349615.9149
1361.71,2.258373896,2,480345.5749
1288.96,2.33004673,3,357928.3393
1017.91,3.672769735,2,271239.7578
1459.42,1.0,4,469867.4543
1068.57,2.315923079,3,227345.9975
762.27,2.143419262,3,209382.3033
1182.99,2.027478942,2,373445.2218
1786.01,3.381903578,4,459906.7584
1191.34,2.633156465,4,532685.0983
601.06,1.603121569,3,125751.5402
550.0,1.0,3,153653.6431
1122.01,3.604167166,3,306823.9859
1441.51,2.433279423,2,212091.3363
1128.26,2.574101471,3,416635.855
1137.38,1.0,2,150330.041
758.47,1.262706224,3,173388.9812
550.0,1.0,2,150986.1489
1230.02,1.558776937,3,297541.9988
711.07,2.233267113,3,364932.4281
1002.74,1.49593774,3,331064.9391
1655.84,2.255132574,4,368884.3212
1037.88,3.877598128,5,284620.829
1287.61,3.128888742,3,385714.3105
948.01,2.859746463,4,386716.6117
828.57,1.0,3,205391.0143
1277.39,1.0,3,208326.869
550.0,1.630736148,3,156312.4717
2219.73,1.0,4,732065.1985
1096.85,1.544556005,3,215180.9302
1393.08,2.576605651,4,283448.6809
1321.69,3.067127303,4,374962.6393
1115.24,5.154720781,2,525813.4096
778.31,2.725640472,2,223006.9687
995.86,1.971972027,3,158545.4049
550.0,1.854716057,4,221231.2416
550.0,2.010068151,4,276584.3605
1679.19,1.0,3,419156.6199
550.0,1.0,2,96293.02236
1235.19,1.672080951,2,355292.796
2129.37,2.56223305,2,578321.3378
1189.42,2.15205365,3,322391.3847
550.0,2.386282684,2,118121.6059
942.63,1.286907664,3,191659.7138
1293.66,3.467817155,3,567889.104
1026.92,2.243664562,1,95310.64643
1782.66,1.387894684,3,536474.0456
550.0,3.679332884,4,242504.056
1215.43,2.226951959,5,650465.8666
893.69,2.06061106,4,424931.799
707.61,2.216018434,2,269852.9375
1312.27,3.509860677,2,306129.5946
1018.92,1.0,1,180416.2472
1528.82,3.637801014,3,514357.4585
1138.61,2.32591448,3,372610.471
719.94,2.30882573,2,198891.1837
1206.48,1.0,3,246670.9632
550.0,1.440050139,2,213238.3186
1647.58,2.479229465,3,292991.195
953.51,2.395610555,2,376579.2078
784.7,1.674432488,2,136487.5391
1042.11,1.182183299,4,436973.091
550.0,1.0,3,132566.4047
1685.09,2.355523261,3,284206.287
635.14,1.095115158,2,172292.0926
1007.0,1.88786958,2,298217.2081
943.97,1.077233807,3,362671.8785
1286.1,1.407204175,2,231233.8333
606.65,2.994621827,3,203871.3077
1405.91,1.341407843,4,590169.0022
1408.84,2.462349474,3,325302.9332
550.0,1.311016618,5,213777.2447
1290.82,2.414055783,2,135914.235
657.23,2.184482264,2,177051.9426
1461.11,2.462371011,3,267734.1461
993.91,1.0,3,169487.1027
550.0,3.191463348,3,267812.1871
550.0,1.0,2,155032.8752
802.49,3.384253716,4,253177.1581
868.81,2.585261194,2,266026.8228
1280.29,2.027368263,4,216105.8736
1052.21,1.82740415,3,299089.7759
1059.66,3.828728174,2,325747.0083
960.64,2.149745338,4,368668.559
1275.86,1.408279007,4,463631.9513
1014.24,2.310331779,3,222127.8787
1583.22,3.408219128,5,621710.0892
2612.94,1.758716568,3,369965.2966
1662.43,2.539909737,4,658431.2798
833.92,1.0,2,114505.5941
550.0,1.993146011,3,166618.3744
550.0,2.774053074,4,304035.9851
972.63,2.630517468,2,158321.5341
550.0,3.457376121,2,161126.4561
981.54,2.894196277,2,352291.6793
732.48,3.02356324,4,381018.2398
779.75,2.340001737,2,200772.9864
1006.78,1.0,2,164139.0562
1229.92,2.551366932,4,336254.8191
917.84,1.955184842,4,301088.7893
1426.81,2.316594624,2,454868.9924
1352.46,1.689377334,2,233473.433
550.0,3.258431022,3,175046.6052
1435.99,3.153695038,1,177085.4663
1187.94,1.100998953,5,456675.9896
726.61,2.144672014,3,195910.5248
1002.54,1.506268597,1,129516.0104
737.2,2.552416006,4,337425.7693
831.6,3.770260253,4,584954.1159
890.77,3.102525723,4,336364.0082
798.52,2.007352347,2,257115.8606
696.6,2.053594408,4,263158.5823
1195.3,3.301027482,3,335547.5804
696.64,1.461289673,5,261345.8061
1447.86,2.270184312,4,299931.0375
550.0,1.0,4,241661.6322
1014.33,2.108076271,2,159538.5303
777.06,1.0,4,233394.502
550.0,1.771851553,3,162099.2676
1582.74,1.08610758,3,287899.8958
1898.45,3.565527184,3,648805.0138
550.0,1.217359117,3,196969.5943
550.0,2.471612234,1,235305.3358
1750.73,2.462969996,3,468255.0969
1885.58,2.716540012,2,446973.9053
612.23,2.101831983,2,121579.7368
642.03,2.705119611,2,116262.2223
939.7,1.745987915,4,268468.2677
1264.37,1.831226078,4,293872.7446
1027.03,1.884952055,3,183672.6861
692.78,2.087698039,3,226831.0002
550.0,1.323873298,2,332625.6738
2235.66,5.447427195,3,550994.9312
933.75,2.205155307,4,337587.7422
550.0,2.279051647,2,158142.7112
1330.19,1.353995462,3,253823.7214
550.0,2.314482496,5,196674.5108
1693.45,1.509959819,4,413645.5803
550.0,2.3101192,3,315159.8112
809.51,1.0,3,302956.7209
1420.65,3.002882093,2,240397.6212
906.34,3.277387326,1,192757.0135
550.0,1.523532467,1,291132.0389
1198.32,4.021616606,4,340481.7284
550.0,2.547289104,3,149314.6665
550.0,1.699870206,2,218063.4859
1194.4,1.880675455,4,438008.3095
961.66,3.848720724,5,675129.4253
1228.38,2.657160333,3,235267.7873
1192.9,4.003837009,5,699204.7702
1639.48,2.152496256,3,547799.3138
2046.61,1.834944387,2,375931.0308
813.24,1.0,1,294918.3927
680.06,1.0,2,160724.8169
1586.68,3.034837206,4,646683.8933
550.0,1.0,3,113820.1259
1482.32,2.723281068,2,294577.2724
550.0,1.53055204,3,209554.4884
688.72,2.261950982,2,288793.2703
550.0,2.109873715,4,354779.4553
1199.68,1.332144296,3,398689.505
550.0,3.520286728,4,190364.4617
550.0,1.090923596,3,194963.479
550.0,1.0,1,205722.127
550.0,3.762071405,1,115802.4219
797.22,1.913274335,4,302079.734
1034.82,2.138077722,4,222605.2271
572.53,2.205455153,1,137573.1292
963.22,1.0,1,109741.0849
737.43,1.43683434,3,155163.1578
2076.37,3.244473908,4,810959.0851
1303.39,1.0,4,460767.3315
550.0,1.292733763,1,107197.9481
1709.34,1.0,2,259902.1156
550.0,4.092086731,3,271838.2534
558.39,3.046281469,2,264961.9379
644.33,1.767759052,3,153059.2789
1434.32,1.0,3,203306.4263
1313.64,3.112871035,3,501703.1151
2115.68,1.969607048,3,308473.0053
550.0,2.861917149,3,281770.5456
550.0,1.239618629,3,248378.5744
1027.31,1.999898506,2,305503.2712
1112.35,1.785874314,5,322441.2591
858.03,1.136053684,1,101200.0991
791.11,2.35268588,3,307086.9012
550.0,1.682336391,4,205578.4196
550.0,1.776520346,3,157979.5478
550.0,2.091831452,4,364078.4836
550.0,4.250882548,4,355730.1629
1142.73,3.141566236,3,309380.0587
1105.63,1.195203689,3,336669.2537
1048.72,1.872245449,3,278569.6882
1503.95,1.506417168,3,214713.2961
681.06,2.953181603,1,167155.3782
1506.8,1.0,4,383100.28
808.35,3.343907539,4,509765.5037
550.0,1.084403369,1,411074.3785
550.0,1.748838273,2,125803.2263
550.0,1.285762707,4,459321.3611
763.07,1.75429735,2,146371.1001
908.28,3.032626837,4,599226.4555
1471.13,1.577243614,4,354727.908
596.09,1.0,2,229748.6649
988.14,1.0,2,136578.7197
980.09,3.023932236,3,545576.5566
639.15,2.494882235,3,313913.4022
915.19,3.338754926,3,435016.3557
1547.04,2.607252895,3,337678.9155
550.0,1.0,3,230280.9959
550.0,1.304851097,4,130205.0595
550.0,1.0,5,110465.3245
1380.39,4.50748613,3,335335.0951
1352.52,2.186410496,2,229353.9442
550.0,1.0,2,235289.3911
550.0,2.299606283,3,161470.8323
868.88,2.812234546,3,379684.6826
550.0,2.528678424,4,363742.5039
1135.98,2.426114625,2,240067.7589
1014.11,2.786899449,3,372086.4342
550.0,2.078676674,2,164942.1664
1381.41,3.93894395,3,439149.8153
1525.94,4.921954665,4,333078.545
550.0,1.508227609,2,91076.81329
1748.79,3.965920533,5,702377.449
1493.21,1.0,2,226823.6222
739.23,2.178141672,2,121511.9327
1914.64,1.278973828,4,607294.1805
1191.4,3.374912851,3,469454.3563
1589.78,4.207528197,3,456781.2492
1218.77,3.169519035,3,518804.1995
608.27,1.289890254,4,250712.5108
550.0,1.0,3,117296.0179
1494.7,1.475449538,3,229409.9215
614.58,1.0,2,108692.1363
761.18,2.520311576,2,139123.0843
1049.18,3.262915817,4,504108.4969
1188.75,1.83607054,4,310057.0766
911.63,3.395765874,3,362768.9649
550.0,3.139187001,3,209563.6654
1275.93,2.675422319,3,474191.9659
844.67,1.0,4,379773.238
801.36,1.776415,5,324684.2125
786.95,1.027396392,3,104947.8917
1261.43,3.474079651,1,248247.8271
965.86,1.0,1,144117.9962
1834.29,1.0,4,636408.7725
1533.92,3.765853948,4,687621.8926
2020.96,3.277315535,4,600264.5963
1058.53,1.338524444,2,182267.2939
890.36,2.442325249,4,231338.412
1742.26,2.924457025,3,463435.9881
1153.29,2.690064373,3,333916.3553
1222.16,1.0,4,414962.7495
1242.76,3.143951015,5,494738.6014
550.0,1.259907135,3,122464.2327
550.0,3.159740731,1,145990.4461
1425.88,2.604980256,2,366024.79
748.24,1.444367229,5,417791.9417
712.07,1.246323881,1,189457.1494
1300.92,2.424506922,2,476841.0151
550.0,3.217503603,4,176181.3239
722.64,2.159495199,4,336313.9307
550.0,2.121548165,3,208211.2095
748.14,2.544335809,3,306037.9859
1593.06,2.545332347,4,323479.2753
550.0,1.0,4,171879.8716
550.0,3.557038767,3,415827.6696
1701.51,3.154317318,2,354656.3014
1135.69,3.390717946,4,668529.4837
1871.96,2.235400181,3,407297.9846
583.25,3.852464259,1,250155.1266
550.0,2.184371029,3,129896.6858
550.0,2.39208544,2,135753.3354
550.0,2.478040311,1,108024.4623
1131.55,2.695721411,3,232063.8116
550.0,1.0,2,166627.0444
618.72,1.32989595,3,239704.9986
803.03,1.419109694,4,162230.1013
550.0,3.126635075,2,100335.4517
786.87,2.454318913,2,141189.5276
901.77,3.841542041,3,490302.2082
1027.19,3.508030758,3,580749.5254
615.7,3.185997473,2,198567.0514
1453.39,1.602600657,4,574509.5466
691.89,1.016691422,2,194451.5922
1133.6,2.093666497,3,211073.3862
1464.35,2.932059069,4,341753.2277
785.66,2.081815873,4,336760.6472
550.0,1.094424658,4,95779.76584
1030.86,1.281494767,5,261773.5907
618.1,2.254378747,3,222597.6752
1044.51,1.0,1,164336.9609
1331.31,1.0,4,206800.5647
1494.74,2.148945622,3,407353.718
550.0,1.455695646,5,210158.5888
890.61,1.746394461,4,386911.5083
1054.97,1.624368767,3,402047.1652
1732.87,2.089676032,3,329593.4904
798.01,3.467801842,2,278006.7584
1507.57,2.609054305,3,216518.4468
1304.58,4.219360875,1,200344.6846
645.97,1.0,3,276698.6903
2013.34,1.641978505,2,232294.7133
1153.56,3.062199303,4,461501.3745
713.17,1.768622862,3,283290.1531
1401.47,1.520796391,3,277499.6342
1231.59,1.624223963,4,317798.9332
1083.87,3.084012401,2,239373.3608
550.0,2.343682057,4,155541.194
550.0,1.44165141,4,86250.21775
1532.21,1.581607272,1,277856.4616
2286.02,2.493692452,4,507098.5017
1091.89,1.045641777,1,98879.84154
1520.86,1.142978336,3,358909.4737
550.0,2.639536292,4,169398.5841
1196.66,1.0,3,341377.1702
988.14,4.478206815,4,423687.8174
1501.64,2.3343757,3,221468.3481
602.62,1.846221545,3,137469.2588
1798.19,3.577990837,3,401614.5246
1056.76,2.795920545,4,463283.0445
587.82,1.210337512,3,324888.5534
2081.52,3.040857442,3,607207.4653
1593.68,1.986880679,2,485113.8642
1206.92,1.187160437,3,267270.4751
713.64,3.395185801,3,193930.913
2022.66,1.674689401,5,531427.475
1327.13,2.146450401,6,323248.1091
550.0,1.686046962,3,136881.3897
1165.23,3.529198117,4,574448.2788
611.16,1.336626932,3,129672.0774
886.05,2.872433003,4,588398.7508
1069.97,3.006836638,5,698889.7303
1255.1,2.459335315,3,302551.636
1185.62,2.842149973,4,499988.5718
1116.34,2.207854845,3,260675.9106
550.0,1.856152489,1,239314.4644
1154.31,1.505626795,3,469642.9725
885.02,1.354592811,2,139008.7115
1265.16,1.0,4,290215.0327
550.0,1.906439286,4,233723.6552
2128.95,4.200452064,4,802252.6132
1050.81,2.166655185,3,409150.0566
1226.69,1.727044024,4,232799.37
1038.38,1.0,4,436761.9441
1124.58,1.714742278,3,281632.4605
836.62,2.483094646,3,272444.5384
1457.84,4.505308712,2,633611.6607
1451.37,2.112801682,3,350896.7547
1454.19,1.712802724,4,260661.6555
1512.19,2.77629559,2,345709.3186
945.11,3.420269913,2,214647.8654
550.0,1.263644159,1,225946.9245
1038.76,1.596773589,3,196980.4189
1122.06,1.196783186,2,112953.986
1671.16,1.801590377,3,323001.0464
1839.78,2.188693987,2,277613.6908
550.0,1.764795563,2,164865.2856
550.0,1.263719781,3,227420.7281
1438.43,2.405576106,3,287988.1446
1060.69,2.635554385,2,208855.8316
574.35,1.166722066,4,268596.5887
1004.76,1.380654948,2,249935.6617
550.0,2.173253682,3,146078.6874
1218.66,1.750772742,3,467899.4965
1460.59,1.631921292,4,362365.8074
1504.11,1.0,2,103278.1342
1830.41,2.176315975,2,367815.5967
550.36,3.930831836,1,164736.9291
550.0,2.027972213,3,179209.2624
1003.46,1.415507828,4,419463.4383
1468.73,3.190979483,2,347310.1185
550.0,2.027455985,4,261240.2269
671.51,1.0,2,107538.0376
853.43,1.21084439,5,351567.7913
1570.93,3.976794197,4,576324.4477
1213.55,2.019459998,3,284028.9716
550.0,1.0,4,142609.1818
560.6,2.205286111,4,280091.384
974.8,1.940053172,4,193324.0549
938.17,1.0,4,380408.5489
841.26,1.0,3,146209.3815
555.11,3.880795927,4,331645.9971
1421.32,2.702095156,3,506088.6728
559.86,3.413926273,3,199614.6079
1163.29,1.209057453,3,312442.0943
550.0,1.223181829,3,280145.9092
749.4,2.763935052,3,346928.3793
550.0,3.165689679,4,389936.9527
2336.12,1.0,6,640559.025
1377.07,1.859478982,4,518240.1413
1530.02,1.310494482,4,279091.9309
773.57,1.934582682,5,590190.2551
798.96,1.992846293,1,151368.1563
1023.07,1.177763634,4,354100.9924
921.63,2.344343568,3,407330.3591
629.97,1.0,3,141848.9918
1149.13,2.41414065,2,239896.6105
2249.93,2.833854697,4,455850.4011
1120.54,2.551644162,4,489889.2199
1446.91,4.076681514,2,340383.2043
600.98,2.060786157,3,211546.9364
689.3,3.037688451,4,335501.692
584.62,1.461183696,3,168989.7578
1280.31,1.875373694,3,305549.9909
692.84,1.855488365,2,133864.1422
1252.22,1.061756463,3,480128.732
984.81,3.16477087,1,269687.9773
836.14,1.284520774,4,279229.2929
2130.18,2.93334629,4,482163.9382
1273.93,2.608640366,4,337227.3439
559.96,2.534844934,3,469757.2951
550.0,1.981158594,2,151906.6702
1310.14,2.791890298,3,336360.7681
1016.18,3.75034995,2,362504.8069
550.0,1.0,3,130851.447
550.0,1.304912148,2,131458.3242
733.99,2.121210104,4,331588.7744
970.23,1.932693583,1,262097.6178
817.57,1.0,3,204229.4149
550.0,5.621338511,3,455778.0358
1186.79,1.418717367,1,312785.3969
550.0,1.098139023,1,186531.7629
550.0,1.88165803,3,95483.31074
1243.17,1.919375728,1,218284.2311
1051.64,3.319745999,2,243947.2442
1142.79,1.647856387,3,368663.1909
1257.36,3.417185747,4,455583.0637
657.69,1.0,4,190550.1523
550.0,1.893325297,4,230983.1464
831.3,1.0,3,91371.00617
843.66,2.597150959,3,204147.5704
550.0,1.70818028,3,205986.8246
1343.92,3.083788169,2,337584.6674
1414.68,2.115170955,6,468030.9994
837.88,2.325056594,4,421281.1787
1103.66,1.0,2,221518.9252
904.28,2.204267787,3,343637.7017
550.0,2.017263836,3,146672.15
1176.33,2.539485382,1,228686.6121
550.0,1.837786078,2,234147.3865
1001.99,1.428723662,2,176455.1209
550.0,1.0,1,186141.0781
1562.69,1.0,3,195405.9082
1079.72,1.0,3,185771.2398
550.0,1.0,3,119751.4925
1209.01,2.51544318,2,271519.0458
868.62,1.5528157,3,155116.99
722.64,1.825139503,2,173180.6965
764.69,2.702025134,2,142522.0527
792.14,2.477129839,4,510710.9186
699.69,2.699788093,2,108832.5773
895.96,2.330410149,3,214815.5527
936.24,2.962510163,3,309856.2555
631.66,2.132253527,5,448028.7047
1244.07,3.8029895,4,397198.304
550.0,4.911094411,2,196232.7393
1442.01,2.08040968,3,484163.7669
786.24,2.293741453,4,348184.7151
1430.63,2.618933722,2,364452.1361
918.52,1.0,1,153869.4399
550.0,2.666647495,4,250453.5811
808.87,2.190712915,2,194271.1537
1227.32,2.113495967,3,388212.5949
550.0,1.452379447,3,113545.7587
550.0,1.123399606,5,156320.3125
1835.22,1.484723632,4,745956.6345
862.04,1.502217798,4,433995.0296
605.52,1.027276623,5,270701.2685
550.0,2.802106091,2,179790.1416
607.97,1.335726763,3,223898.8248
550.0,2.213929011,3,141089.2376
2055.04,3.510682387,3,599838.2651
1406.63,3.242852636,4,727579.8901
964.44,1.0,4,244039.7009
1085.44,2.236150281,3,194450.1547
550.0,1.0,1,192170.6232
1517.74,1.93668056,4,379170.7105
800.9,1.846079913,2,158408.4042
852.26,1.712161555,3,170256.9448
1108.37,3.448987905,4,366814.4459
550.0,2.572008423,3,125511.7175
1067.91,1.0,2,119291.0091
550.0,1.41519237,3,188982.5945
1614.78,2.235174498,3,376453.156
550.0,1.647712895,3,179240.4585
991.12,2.694417042,4,263783.8958
550.0,1.515512591,2,146631.3669
550.0,3.507343964,5,331485.0916
838.77,2.29235263,4,254496.061
1347.17,1.0,4,181103.5026
691.22,2.233119991,3,333650.2829
550.0,1.581917598,4,210727.7944
1052.01,1.08272871,4,177194.0105
550.0,2.570700024,4,322309.0622
1333.09,2.864549841,2,478288.8097
1296.86,2.692408256,5,519447.7747
550.0,1.0,3,108820.2578
550.0,1.0,4,99931.23778
1415.41,1.343274542,2,223318.1875
1392.8,1.451921836,3,368420.3303
550.0,3.205732454,4,319119.9513
1279.97,1.151522848,4,245781.3098
1820.82,1.475709256,4,497949.1295
550.0,4.155436811,4,415443.2647
1410.31,3.535258018,2,251772.1898
606.37,2.707394922,3,342049.4357
550.0,1.100918736,2,165824.5859
1223.42,4.592264307,3,452860.6654
1636.47,3.531130631,3,596790.302
823.34,1.129488991,4,246250.2837
1666.43,2.891622433,4,539177.061
839.71,2.953884996,3,267710.7195
1349.44,1.630809265,4,550909.8705
931.61,1.915791126,3,250327.6615
1188.88,1.0,3,356459.8989
1349.78,2.186944744,1,153266.9508
1066.81,2.186455798,3,261202.3314
1277.81,2.58903959,3,395024.0609
1535.24,2.613466539,3,436083.1742
1542.53,1.0,4,270917.5383
609.74,1.525296422,2,225175.9645
769.45,3.163201336,2,215967.2741
622.97,4.010238832,3,384852.8758
621.08,2.825453734,2,155829.2866
1610.19,3.407147807,3,463176.9846
746.8,1.0,2,120767.8679
550.0,1.898709358,3,156388.6005
871.09,1.0,2,93105.94989
732.75,1.344906712,4,251183.878
796.19,3.477119693,4,464796.0271
1088.9,2.478499209,3,380946.9295
1367.63,2.772316639,2,454144.7834
550.0,3.741100945,3,207749.5349
1391.17,1.0,4,462244.0767
2007.78,2.541723131,4,528410.9298
550.0,1.078297662,2,165109.7744
746.71,1.838094139,3,291226.6805
903.25,2.324114887,3,166197.9713
1056.4,1.0,2,152991.9405
684.2,1.0,4,273380.3483
1286.47,2.110509734,2,202571.4329
1075.66,1.965149506,4,368599.2912
1636.28,2.548366988,3,624890.7904
1791.91,2.449677838,3,270654.4502
1351.01,2.068982589,3,436246.4072
1334.77,2.749004843,3,245919.7565
1707.82,2.979877284,3,416916.7072
1215.8,1.0,3,225008.3958
863.23,3.83542348,4,368075.5991
1746.4,5.280142422,3,488432.0305
912.43,1.854286249,4,394354.3472
559.33,1.415674288,3,124554.5337
550.0,2.546740192,3,174607.7591
837.98,1.0,4,189134.1212
550.0,1.104816417,4,121001.2676
748.96,1.0,3,238708.4293
550.0,1.0,3,110549.6391
1804.67,2.444678393,4,497520.4481
550.0,1.000603592,2,106751.7007
1950.12,1.0,1,195540.0416
550.0,3.15522504,2,175877.6048
585.68,3.743035079,4,487805.8679
1392.18,1.0,4,464400.5953
1045.17,1.0,3,204012.1474
701.55,3.072413326,4,506058.193
879.16,3.371174749,4,425692.9945
550.0,3.758245301,2,164247.0169
1236.71,1.0,2,174330.6463
550.0,1.0,3,117616.8753
810.55,1.0,3,189418.2463
